Organization,Link,Sentence,isWayback,Label,Generality,Approximation,Degree,Combinatory,Explicit Subjectivity,Vagueness Label
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"While Pembina believes its current operations are in compliance with all applicable significant environmental and safety regulations, there can be no assurance that substantial costs or liabilities will not be incurred.",False,1,nan,nan,nan,nan,nan,2
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1311/02/1028-update-on-the-south-africa-block-11b_12b.pdf,"The Luiperd well was drilled to a total depth of approximately 3,400 meters and encountered 73 meters of net gas condensate pay in well-developed, good quality, Lower Cretaceous reservoirs.",True,1,"a, total",approximately,nan,"good, well",nan,2
Suncor Energy,http://web.archive.org/web/20220704162154/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-02-25-suncor-energy-invests-13-8-million-in-charitable-and-non-profit-groups-en.pdf?modified=20210902050516,"Suncor invested in more than 700 charitable organizations and non-profit groups in 2008, helping support everything from science fairs to family clinics.",True,1,nan,nan,nan,nan,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/e9f3cbe3-560d-44c0-a81a-53a70fcba0b2,Renewable energy and investing in a lower carbon economy,False,1,a,nan,low,nan,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123687&lang=en,"The potential expansion would provide additional natural gas for TVA to support the replacement of an existing coal-fired power plant as it continues to transition its generation mix towards lower-carbon fuels, while providing affordable energy to consumers.",True,1,nan,nan,nan,nan,nan,1
Suncor Energy,http://web.archive.org/web/20220629124922/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2013/2013-10-30-suncor-energy-and-partners-proceeding-with-fort-hills-oil-sands-project-en.pdf?modified=20210902050741,"'The Fort Hills project is one of the best undeveloped oil sands mining assets in the Athabasca region, is an excellent fit with Suncor's diversified production portfolio, and will generate significant economic value for Suncor, Alberta and Canada,' said Steve Williams, president and chief executive officer.",True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123697&lang=en,"""In September, we announced that we're building on our track record of success in renewables and low-carbon investments with the formation of our New Energies Team.",False,1,nan,nan,nan,nan,nan,1
Suncor Energy,https://www.suncor.com/-/media/project/suncor/files/news-releases/2023/2023-07-18-news-release-suncor-energy-releases-2023-ros-and-cr-en.pdf?modified=20241002153100&created=20230718205312,"The reports highlight how the company is working to achieve strong environmental, social and governance (ESG) performance and the company's actions on sustainable energy development.",False,1,nan,nan,nan,nan,nan,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/8104adc4-4b32-4c2e-acfe-741cef480a87,"""We are extremely pleased to be working with ARC Resources to deliver Canadian LNG to world markets, given their expertise and track-record as a responsible producer of natural gas and knowledge of global LNG dynamics,"" said Scott Burrows, Pembina's President and Chief Executive Officer.",True,1,nan,nan,nan,nan,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/d72081c3-751e-4116-96f5-a4709a6e88c7,"In continuing to meet global energy demand and its customers' needs, while ensuring Pembina's long-term success and resilience, the Company has established four strategic priorities:",False,1,nan,nan,long,nan,nan,2
Shell Canada,http://web.archive.org/web/20200602101425/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2019/shell-sells-foothills-sour-gas-assets-to-pieridae-energy-limited.html,"Shell also maintains significant downstream operations in Canada through refining and chemicals, and a growing retail business with more than 1,400 Shell-branded sites across the country.",True,1,a,nan,nan,significant,nan,2
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2016/Imperial-earns-1.1-billion-in-2015-102-million-in-fourth-quarter/default.aspx,"Our integration results in resiliency across a range of market conditions, including the current low crude price environment.",True,1,a,nan,low,"crude, current",nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123713&lang=en,"While it's clear we need to reduce global emissions to achieve our climate objectives, it's also important that we transition our energy systems prudently by ensuring adequate supply of conventional energy, while increasing lower-carbon forms of energy.",True,1,nan,nan,nan,nan,nan,1
Suncor Energy,http://web.archive.org/web/20220703214336/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-10-23-suncor-energy-submits-regulatory-application-for-new-tailings-technology-en.pdf?modified=20210902050530,"'It's fitting that in the same year we reach an important reclamation milestone, we expect to implement improved technology to increase the pace of reclamation.",True,1,an,nan,nan,"important, improve",we,1
Suncor Energy,http://web.archive.org/web/20220629134145/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/images/shared/community-news-files/2016-01-14-evok-announcement-en.pdf?modified=20210930173406,"Through this new initiative, Evok will further reinforce B.C.'s leadership as a global hub of technology.",True,1,a,nan,new,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220701140707/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2010/2010-11-04-suncor-energy-reports-2010-third-quarter-results-en.pdf?modified=20210902050613,"'This was one of our strongest quarters for oil sand production in Suncor's history,' said Rick George, president and chief executive officer.",True,1,nan,nan,nan,strong,our,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123753&lang=en,"As a team, we will build on this legacy and continue to position Enbridge as the first choice energy provider for our customers, investors, employees and the communities we serve.""",True,1,a,nan,nan,nan,"our, we",2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/b5658227-fae2-4f23-a8bf-3fd267417caf,Business fundamentals returning to pre-pandemic levels; important ESG and global market access milestones achieved,True,1,nan,nan,nan,"fundamental, important",nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123689&lang=en,"Moda's Ingleside Management and key Moda marine terminal personnel will remain in place following closing of the transaction, ensuring continuity of operations and ongoing development activities.",True,1,nan,nan,nan,nan,nan,2
Imperial Oil,http://web.archive.org/web/20221028120609/https://news.imperialoil.ca/news-releases/news-releases/2022/Imperial-announces-third-quarter-2022-financial-and-operating-results/default.aspx,"At Cold Lake, quarterly production averaged 150,000 gross barrels per day, representing the fourth consecutive quarter with production at or above 140,000 barrels per day.",True,1,or,nan,nan,nan,nan,2
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1307/02/1105-q320-front-end.pdf,Canadian Natural's culture of continuous improvement leverages the use of technology and innovation to drive sustainable operations and long-term value for shareholders.,True,1,nan,nan,long,sustainable,nan,2
Shell Canada,http://web.archive.org/web/20180907094746/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2018/students-from-across-the-americas-competed-for-energy-efficiency.html,"Shell Eco-marathon General Manager Norman Koch noted, ""The Drivers' World Championship demands the best in vehicular innovation and automotive technology to push the boundaries of energy efficiency.",True,1,nan,nan,nan,nan,nan,2
Shell Canada,http://web.archive.org/web/20210713152107/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2021/shell-proposes-large-scale-ccs-facility-in-alberta.html,Shell is also exploring the development of additional volumes of blue and green hydrogen at Scotford that leverage Alberta's abundance of natural gas and availability of renewable sources of power.,True,1,nan,nan,nan,nan,nan,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9b80bdf4-3c8f-4cff-bb82-2b2c056e0d87,"In partnership with Breakfast Club of Canada, Fuel 4 Thought serves a healthy breakfast to 140,000 kids across communities where Pembina operates to ensure young people have the energy they need to realize their full potential.",True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123736&lang=en,"Founded in 2009, Tri Global Energy is a leading renewable energy developer drawing on the natural, renewable resources of the wind and the sun to successfully address the growing demand for clean and sustainable energy.",False,1,nan,nan,nan,nan,nan,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c1d26c53-2e5a-4a5a-82e2-d14c9d4f05c0,We also recognize that the future of energy will require lower emissions and new energy solutions - there is a tremendous opportunity for Pembina to leverage its existing core business to help meet that challenge.,False,1,a,nan,"low, new",nan,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123674&lang=en,"In Renewables, the foundations on our Saint-Nazaire offshore wind project are being installed and early construction is advancing on two more utility scale French projects.",False,1,nan,nan,nan,nan,our,0
Suncor Energy,http://web.archive.org/web/20220704150011/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2014/2014-07-16-suncor-energy-releases-2014-report-on-sustainability-en.pdf?modified=20210902050806,Suncor continues to implement its Aboriginal Economic Collaboration Strategy with a goal to increase partnerships with Aboriginal businesses across Canada.,True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123670&lang=en,"""By converting waste into a clean energy resource, we are able to build a sustainable future.",False,1,a,nan,nan,"clean, sustainable",we,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123659&lang=en,A webcast replay will be available approximately two hours after the conclusion of the event and a transcript will be posted to Enbridge's website approximately 24 hours after the event.,True,1,nan,nan,nan,nan,nan,2
